航司,产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票OFFICE,备注,产品有限期
长龙航空,GJ尊享优+,所有航线,B/H/L/Q/V/U/I,180,108,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ尊享优+,所有航线,E/E1ID/D1/I/I1fI2/I3,180,102,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ尊享优+,所有航线,B/H/L/Q/V/U,280,160,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ尊享优+,所有航线,B/H/L/Q/V/U/Z,280,158,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ尊享优+,所有航线,Z/E/E1/D/D1/I/I1/I2/I3,280,155,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ尊享优+,所有航线,E/E1/D/D1/I/I1/I2/13,280,152,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ尊享优+,所有航线,B/H/L/Q/V/U,380,190,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ尊享优+,所有航线,Z/E/E1/D/D1/I/I1/I2/I3,380,185,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ尊享优+,所有航线,B/H/L/Q/V/U/Z,380,188,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ尊享优+,所有航线,E/E1/D/D1/I/I1/I2/I3,380,182,(运价标识：YYX),GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC"
长龙航空,GJ轻松驿客 （休息室),全国,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,150,70,产品代码：VL,GP/BSP,KMG319/KMG279/CTU152,舱位+VL+150
长龙航空,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),40,20,（舱位代码 +JFYX +直加金额),GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分
长龙航空,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),60,30,（舱位代码 +JFYX +直加金额),GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分
长龙航空,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),80,40,（舱位代码 +JFYX +直加金额),GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分
长龙航空,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),150,83,（舱位代码 +JFYX +直加金额),GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分
长龙航空,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),200,110,（舱位代码 +JFYX +直加金额),GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分
长龙航空,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),300,165,（舱位代码 +JFYX +直加金额),GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分
长龙航空,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),500,300,（舱位代码 +JFYX +直加金额),GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分
长龙航空,GJ积分优享,所有航线,外放舱位（舱位代码 +JFYX +直加金额),800,480,（舱位代码 +JFYX +直加金额),GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分
长龙航空,GJ多段有礼,所有航线,Y-I 舱（ 含子舱位， 不含 11/12/13)产品运价LDCP 订座舱位对应运价基础+LDCP+下浮比例,两段以上直减3%-5%,280/285,订座舱位对应运价基础+LDCP+下浮比例,GP/BSP,KMG319/KMG279/CTU152,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。"
长龙航空,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,350,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759
长龙航空,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,350,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759
长龙航空,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,350,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759
长龙航空,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,350,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759
长龙航空,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,350,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759
深圳航空,ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",C/D/R,380,266,,BSP/GP,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；"
深圳航空,ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",C/D/R,510,357,,BSP/GP,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；"
深圳航空,ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",B/M/U/H/Q/V/W/S,380,266,,BSP/GP,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；"
深圳航空,ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",B/M/U/H/Q/V/W/S,510,357,,BSP/GP,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；"
深圳航空,ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",K/P,380,266,,BSP/GP,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；"
深圳航空,ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",K/P,510,357,,BSP/GP,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；"
深圳航空,ZH商务如意行（两舱）,所有航线,C/D/Z/R,160,10+96,JGB160,BSP/GP,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。"
深圳航空,ZH商务如意行（两舱）,所有航线,C/D/Z/R,260,10+182,JGB260,BSP/GP,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。"
深圳航空,ZH商务如意行（两舱）,所有航线,E,260,10+182,JGB260,BSP/GP,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。"
深圳航空,ZH商务如意行（两舱）,所有航线,E,160,10+112,JGB160,BSP/GP,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。"
深圳航空,ZH商务如意行（经济舱）,所有航线,B/M/MI/U,200,5+120,JGB200,BSP/GP,KMG319/KMG279/CTU152/SZX146,总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB200）的模式。
深圳航空,ZH商务如意行（经济舱）,所有航线,H/H1/Q/QI/V/V1/W/S/S1,200,5+120,JGB200,,KMG319/KMG279/CTU152/SZX146,总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB201）的模式。
深圳航空,ZH商务如意行（经济舱）,所有航线,K/P,200,2+120,JGB200,BSP/GP,KMG319/KMG279/CTU152/SZX146,总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB202）的模式。
深圳航空,ZH商务如意行（经济舱）,所有航线,B/M/M1/U,140,5+84,JGB140,BSP/GP,KMG319/KMG279/CTU152/SZX146,总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB203）的模式。
深圳航空,ZH商务如意行（经济舱）,所有航线,H/H1/Q/QI/V/V1/W/S/S1,140,5+84,JGB140,BSP/GP,KMG319/KMG279/CTU152/SZX146,总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB204）的模式。
深圳航空,ZH商务如意行（经济舱）,所有航线,K/P,140,2+84,JGB140,BSP/GP,KMG319/KMG279/CTU152/SZX146,总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB205）的模式。
深圳航空,ZH商务如意行（经济舱）,所有航线,K/P,50,5+25,JGB50,BSP/GP,KMG319/KMG279/CTU152/SZX146,总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB206）的模式。
深圳航空,ZH商务如意行（经济舱）,所有航线,B/M/M1/U,50,5+25,JGB50,BSP/GP,KMG319/KMG279/CTU152/SZX146,总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB207）的模式。
深圳航空,ZH商务如意行（经济舱）,所有航线,H/H1/Q/QI/V/V1/W/S/S1,50,2+25,JGB50,BSP/GP,KMG319/KMG279/CTU152/SZX146,2025.01.01(含)2025.12.31(含)
深圳航空,ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,适用舱位KLE舱,140,75,运价级别为JGB140,BSP/GP,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160"
深圳航空,ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,S-M舱，Q/V/W/S,140,88,运价级别为JGB140,BSP/GP,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160"
深圳航空,ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,M/U舱,140,95,运价级别为JGB140,BSP/GP,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160"
深圳航空,ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,公务舱直加160,160,110,运价基础JGB160,BSP/GP,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160"
深圳航空,ZH鹏程万里,所有航线,M/M1/U,100,55,*/JGL100（赠送300额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,Q/Q1/V/V1/W/S,100,50,*/JGL100（赠送300额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,K/E/P,100,40,*/JGL100（赠送300额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,M/M1/U,150,75,*/JGL150（赠送500额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,Q/Q1/V/V1/W/S,150,70,*/JGL150（赠送500额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,K/E/P,150,60,*/JGL150（赠送500额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,D/Z/R,200,100,*/JGL200（赠送800额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,M/M1/U,200,95,*/JGL200（赠送800额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,Q/Q1/V/V1/W/S,200,90,*/JGL200（赠送800额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,K/E/P,200,80,*/JGL200（赠送800额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,D/Z/R,300,140,*/JGL300（赠送1200额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,M/M1/U/,300,135,*/JGL300（赠送1201额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,Q/Q1/V/V1/W/S,300,130,*/JGL300（赠送1202额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,K/E/P,300,120,*/JGL300（赠送1203额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH鹏程万里,所有航线,D/Z/R,450,200,*/JGL450（赠送1500额外里程）,BSP/GP,KMG319/KMG279/CTU152/SZX146,
深圳航空,ZH公务舱产品,所有航线,J/C,,200,,BSP/GP,KMG319,
深圳航空,ZH公务舱产品,所有航线,D/Z/R（公务舱折扣）,,50,,BSP/GP,KMG319,
深圳航空,ZH舒适经济舱产品,所有航线,正价G舱,,30,,BSP/GP,KMG319,6.改期无忧（仅适用于国内航班）：购买乘机日为2024年10月26日前的深航实际承运舒适经济舱（G、E舱）客票，如在航班起飞4小时（含）之前取消订座，通过深航官方客服热线95361或所乘坐航班的出发机场深航柜台办理变更至相同航线的其他深航实际承运航班，可享免收一次变更手续费，如有票价差额需补收。若再次提出自愿改期、自愿退票，按照深航最新版的《深航国内运输客票使用条件》相关规定执行。
深圳航空,ZH舒适经济舱产品,所有航线,舒适经济舱联动E舱,,25,,BSP/GP,KMG319,6.改期无忧（仅适用于国内航班）：购买乘机日为2024年10月26日前的深航实际承运舒适经济舱（G、E舱）客票，如在航班起飞4小时（含）之前取消订座，通过深航官方客服热线95361或所乘坐航班的出发机场深航柜台办理变更至相同航线的其他深航实际承运航班，可享免收一次变更手续费，如有票价差额需补收。若再次提出自愿改期、自愿退票，按照深航最新版的《深航国内运输客票使用条件》相关规定执行。
深圳航空,ZH深航中小企业号,所有航线,,直减2%-3%,,PAT:A#C1SMA004Q,,KMG319,全国政策直减2%-3%。KMG319
桂林航空,DR超值经济舱（M舱）,所有航线/M舱,"订M舱  B,E,H,K,N,R,S,V,T,Z（含其子舱位）",100,20,CJM1,GP/BSP,KMG319/KMG279,"票面价折扣率对应多等级管
理规定及子舱位管理规定执行"
桂林航空,DR超值经济舱（M舱）,所有航线/M舱,"订M舱  B,E,H,K,N,R,S,V,T,Z,W,U,I,X（含其子舱位）",200,60,CJM2,GP/BSP,KMG319/KMG279,"票面价折扣率对应多等级管
理规定及子舱位管理规定执行"
桂林航空,DR超值经济舱（M舱）,所有航线/M舱,"订M舱  B,E,H,K,N,R,S,V,T,Z,W,U,I,X（含其子舱位）",300,120,CJM3,GP/BSP,KMG319/KMG279,"票面价折扣率对应多等级管
理规定及子舱位管理规定执行"
桂林航空,DR超值经济舱（M舱）,所有航线/M舱,"订M舱  B,E,H,K,N,R,S,V,T,Z,W,U,I,X（含其子舱位）",500,250,CJM4,GP/BSP,KMG319/KMG279,票面价折扣率对应多等级管理规定及子舱位管理规定执行
桂林航空,DR渠道溢价产品---乐天行,所有航线,E/H/K/N/R/S/V/T/Z/W/U/I/X以及各舱子舱位。,50,20,LTX1,GP/BSP,KMG319/KMG279,"（二）变更、退票：按订座舱位对应《苏南瑞丽航空国
内航班散客多等级舱位管理规定》、《苏南瑞丽航空固定折
扣舱位管理规定》及《苏南瑞丽航空国内特价促销产品票务
操作规定》执行，以票面价为基准计算手续费（四舍五入至个位）。"
桂林航空,DR渠道溢价产品---乐天行,所有航线,E/H/K/N/R/S/V/T/Z/W/U/I/X以及各舱子舱位。,75,30,LTX2,GP/BSP,KMG319/KMG279,"（二）变更、退票：按订座舱位对应《苏南瑞丽航空国
内航班散客多等级舱位管理规定》、《苏南瑞丽航空固定折
扣舱位管理规定》及《苏南瑞丽航空国内特价促销产品票务
操作规定》执行，以票面价为基准计算手续费（四舍五入至个位）。"
桂林航空,DR渠道溢价产品---乐天行,所有航线,E/H/K/N/R/S/V/T/Z/W/U/I/X以及各舱子舱位。,100,40,LTX3,GP/BSP,KMG319/KMG279,"（二）变更、退票：按订座舱位对应《苏南瑞丽航空国
内航班散客多等级舱位管理规定》、《苏南瑞丽航空固定折
扣舱位管理规定》及《苏南瑞丽航空国内特价促销产品票务
操作规定》执行，以票面价为基准计算手续费（四舍五入至个位）。"
桂林航空,DR渠道溢价产品---乐天行,所有航线,E/H/K/N/R/S/V/T/Z/W/U/I/X以及各舱子舱位。,200,100,LTX4,GP/BSP,KMG319/KMG279,"（二）变更、退票：按订座舱位对应《苏南瑞丽航空国
内航班散客多等级舱位管理规定》、《苏南瑞丽航空固定折
扣舱位管理规定》及《苏南瑞丽航空国内特价促销产品票务
操作规定》执行，以票面价为基准计算手续费（四舍五入至个位）。"
桂林航空,DR渠道溢价产品---乐天行,所有航线,E/H/K/N/R/S/V/T/Z/W/U/I/X以及各舱子舱位。,300,150,LTX5,GP/BSP,KMG319/KMG279,"（二）变更、退票：按订座舱位对应《苏南瑞丽航空国
内航班散客多等级舱位管理规定》、《苏南瑞丽航空固定折
扣舱位管理规定》及《苏南瑞丽航空国内特价促销产品票务
操作规定》执行，以票面价为基准计算手续费（四舍五入至个位）。"
桂林航空,DR渠道溢价产品---乐天行,所有航线,E/H/K/N/R/S/V/T/Z/W/U/I/X以及各舱子舱位。,400,200,LTX6,GP/BSP,KMG319/KMG279,"（二）变更、退票：按订座舱位对应《苏南瑞丽航空国
内航班散客多等级舱位管理规定》、《苏南瑞丽航空固定折
扣舱位管理规定》及《苏南瑞丽航空国内特价促销产品票务
操作规定》执行，以票面价为基准计算手续费（四舍五入至个位）。"
桂林航空,DR渠道溢价产品---乐天行,所有航线,E/H/K/N/R/S/V/T/Z/W/U/I/X以及各舱子舱位。,500,300,LTX7,GP/BSP,KMG319/KMG279,"（二）变更、退票：按订座舱位对应《苏南瑞丽航空国
内航班散客多等级舱位管理规定》、《苏南瑞丽航空固定折
扣舱位管理规定》及《苏南瑞丽航空国内特价促销产品票务
操作规定》执行，以票面价为基准计算手续费（四舍五入至个位）。"
桂林航空,DR渠道溢价产品---乐天行,所有航线,E/H/K/N/R/S/V/T/Z/W/U/I/X以及各舱子舱位。,700,450,LTX8,GP/BSP,KMG319/KMG279,"（二）变更、退票：按订座舱位对应《苏南瑞丽航空国
内航班散客多等级舱位管理规定》、《苏南瑞丽航空固定折
扣舱位管理规定》及《苏南瑞丽航空国内特价促销产品票务
操作规定》执行，以票面价为基准计算手续费（四舍五入至个位）。"
桂林航空,DR渠道溢价产品---乐天行,所有航线,E/H/K/N/R/S/V/T/Z/W/U/I/X以及各舱子舱位。,900,600,LTX9,GP/BSP,KMG319/KMG279,"（二）变更、退票：按订座舱位对应《苏南瑞丽航空国
内航班散客多等级舱位管理规定》、《苏南瑞丽航空固定折
扣舱位管理规定》及《苏南瑞丽航空国内特价促销产品票务
操作规定》执行，以票面价为基准计算手续费（四舍五入至个位）。"
桂林航空,DR机票+接送机产品,所有航线,H/K/N/R/S/V/T/Z/W/U/I/X,250,40,JSJ3,GP/BSP,KMG319/KMG279,"接送机适用城市：无锡、昆明、沈阳、济南、珠海、银川、兰州、武汉、威海、
天津、烟台、呼和浩特、长沙、哈尔滨、南昌、重庆、太原、福州、杭州、温
州、贵阳、大连、宁波、西安。
1、代理销售该产品后，将旅客信息微信
同步至辅营沟通群，辅营同步查询前天产
品销售数据；2、接送机服务方联系旅客进行接/送机服
务代预定及后续保障工作；3、购买本产品的旅客，可携带最多 2 位
同行人，最多共 2 件 24 寸行李；（如人数、行李超出规定，接送机方有权拒载）4、旅客仅可在约定服务时刻 4 小时外（不含）可联系服务方进行变更；
5、派车前司机将提前与旅客本人进行再次确认。"
桂林航空,DR 超值公务舱（A舱/C舱）,所有航线（全享公务舱）,C,YB 运价*1.5,60,QXGW,GP/BSP,KMG319/KMG279,"（三）退票
1.航班规定离站时间前 72 小时(含)之前退票,按对应票
面价收取 5%退票手续费；
2.航班规定离站时间前72小时至航班规定离站时间前4
小时(含)之前退票，按对应票面价收取 10%的退票手续费；
3.航班规定离站时间前 4 小时之后退票，按对应票面价
收取 20%的退票手续费。"
桂林航空,DR 超值公务舱（A舱/C舱）,所有航线（全享公务舱）,C1,YB 运价*1.2,60,QXGW,GP/BSP,KMG319/KMG279,"（三）退票
1.航班规定离站时间前 72 小时(含)之前退票,按对应票
面价收取 5%退票手续费；
2.航班规定离站时间前72小时至航班规定离站时间前4
小时(含)之前退票，按对应票面价收取 10%的退票手续费；
3.航班规定离站时间前 4 小时之后退票，按对应票面价
收取 20%的退票手续费。"
桂林航空,DR 超值公务舱（A舱/C舱）,所有航线（全享公务舱）,C2,YB 运价*0.8,60,QXGW,GP/BSP,KMG319/KMG279,"（三）退票
1.航班规定离站时间前 72 小时(含)之前退票,按对应票
面价收取 5%退票手续费；
2.航班规定离站时间前72小时至航班规定离站时间前4
小时(含)之前退票，按对应票面价收取 10%的退票手续费；
3.航班规定离站时间前 4 小时之后退票，按对应票面价
收取 20%的退票手续费。"
