产品名称,航线,上浮价格,政策返点,出票OFFICE,备注,产品有限期,airline,airline_name,订座舱位,产品代码,column_10,政策返点（后返+车辆后返+代理费),票证类型,column_11
TV商行无忧产品,全国航线，平淡季时间,90,45,KMG319/KMG279/CTU152,航班起飞前4小时外免改一次,"平淡季时间：2026年4月13日-2026年4月29日（含）
2026年5月7日-2026年6月17日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+90元,*YFPMB090,,,GP/BSP,
TV商行无忧产品,全国航线，平淡季时间,140,70,KMG319/KMG279/CTU152,航班起飞前4小时外免改两次,"平淡季时间：2026年4月13日-2026年4月29日（含）
2026年5月7日-2026年6月17日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+140元,*YFPMC140,,,GP/BSP,
TV商行无忧产品,全国航线，平淡季时间,240,144,KMG319/KMG279/CTU152,航班起飞前4小时外免改一次,"平淡季时间：2026年4月13日-2026年4月29日（含）
2026年5月7日-2026年6月17日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+240元,*YFPMC240,,,GP/BSP,
TV商行无忧产品,全国航线，平淡季时间,340,221,KMG319/KMG279/CTU152,航班起飞前4小时外免改三次,"平淡季时间：2026年4月13日-2026年4月29日（含）
2026年5月7日-2026年6月17日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+340元,*YFPMD340,,,GP/BSP,
TV商行无忧产品,全国航线，平淡季时间,440,286,KMG319/KMG279/CTU152,航班起飞前4小时外免改三次,"平淡季时间：2026年4月13日-2026年4月29日（含）
2026年5月7日-2026年6月17日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+440元,*YFPMD440,,,GP/BSP,
TV商行无忧产品,全国航线，平旺季时间,40,20,KMG319/KMG279/CTU152,无免改,"2026年3月29日-2026年4月12日（含），
2026年4月30日-2026年5月6日（含）， 
2026年6月18日-2026年6月30日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+40元,*YFPMA040,,,GP/BSP,
TV商行无忧产品,全国航线，平旺季时间,60,25,KMG319/KMG279/CTU152,航班起飞前4小时外免改一次,"2026年3月29日-2026年4月12日（含），
2026年4月30日-2026年5月6日（含）， 
2026年6月18日-2026年6月30日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+60元,*YFPMB060,,,GP/BSP,
TV商行无忧产品,全国航线，平旺季时间,90,40,KMG319/KMG279/CTU152,航班起飞前4小时外免改一次,"2026年3月29日-2026年4月12日（含），
2026年4月30日-2026年5月6日（含）， 
2026年6月18日-2026年6月30日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+90元,*YFPMB090,,,GP/BSP,
TV商行无忧产品,全国航线，平旺季时间,140,70,KMG319/KMG279/CTU152,航班起飞前4小时外免改两次,"2026年3月29日-2026年4月12日（含），
2026年4月30日-2026年5月6日（含）， 
2026年6月18日-2026年6月30日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+140元,*YFPMC140,,,GP/BSP,
TV商行无忧产品,全国航线，平旺季时间,240,144,KMG319/KMG279/CTU152,航班起飞前4小时外免改一次,"2026年3月29日-2026年4月12日（含），
2026年4月30日-2026年5月6日（含）， 
2026年6月18日-2026年6月30日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+240元,*YFPMC240,,,GP/BSP,
TV商行无忧产品,全国航线，平旺季时间,340,221,KMG319/KMG279/CTU152,航班起飞前4小时外免改三次,"2026年3月29日-2026年4月12日（含），
2026年4月30日-2026年5月6日（含）， 
2026年6月18日-2026年6月30日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+340元,*YFPMD340,,,GP/BSP,
TV商行无忧产品,全国航线，平旺季时间,440,286,KMG319/KMG279/CTU152,航班起飞前4小时外免改三次,"2026年3月29日-2026年4月12日（含），
2026年4月30日-2026年5月6日（含）， 
2026年6月18日-2026年6月30日（含）",TV,西藏航空,R舱以上订座上浮，B-Q公布运价+440元,*YFPMD440,,,GP/BSP,
TV多段优惠,所有区域任意两段及以上,15天内优惠折扣/运价基础2%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,旅行日期:2026.03.29-2026.06.30,TV,西藏航空,M-R(含小舱),15天内优惠折扣/运价基础2%	*YWBAA02,,,BSP/B2B,
TV多段优惠,其他(除进出藏)任意两段及以上,15天内优惠折扣/运价基础3%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",TV,西藏航空,M-G(含小舱),15天内优惠折扣/运价基础3%	*YWBAB03,,,BSP/B2B,
TV多段优惠,其他(除进出藏)任意两段及以上,15天内优惠折扣/运价基础4%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",TV,西藏航空,M-R(含小舱),15天内优惠折扣/运价基础4%	*YWBAB04,,,BSP/B2B,
TV多段优惠,出藏任意两段及以上,15天内优惠折扣/运价基础4%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",TV,西藏航空,M-G(含小舱),15天内优惠折扣/运价基础4%	*YWBAC04,,,BSP/B2B,
TV多段优惠,出藏任意两段及以上,15天内优惠折扣/运价基础6%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",TV,西藏航空,M-R(含小舱),15天内优惠折扣/运价基础6%	*YWBAC06,,,BSP/B2B,
TV多段优惠,入藏任意两段及以上,15天内优惠折扣/运价基础6%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",TV,西藏航空,M-G(含小舱),15天内优惠折扣/运价基础6%	*YWBAD06,,,BSP/B2B,
TV多段优惠,入藏任意两段及以上,15天内优惠折扣/运价基础8%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",TV,西藏航空,M-R(含小舱),15天内优惠折扣/运价基础8%	*YWBAD08,,,BSP/B2B,
TV多段优惠,所有区域任意两段及以上,15天外优惠折扣/运价基础3%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,旅行日期:2026.03.29-2026.06.30,TV,西藏航空,M-R(含小舱),15天外优惠折扣/运价基础3%	*YWBCA03,,,BSP/B2B,
TV多段优惠,其他(除进出藏)任意两段及以上,15天外优惠折扣/运价基础5%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",TV,西藏航空,M-G(含小舱),15天外优惠折扣/运价基础5%	*YWBCB05,,,BSP/B2B,
TV多段优惠,其他(除进出藏)任意两段及以上,15天外优惠折扣/运价基础6%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",TV,西藏航空,M-R(含小舱),15天外优惠折扣/运价基础6%	*YWBCB06,,,BSP/B2B,
TV多段优惠,出藏任意两段及以上,15天外优惠折扣/运价基础6%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",TV,西藏航空,M-G(含小舱),15天外优惠折扣/运价基础6%	*YWBCC06,,,BSP/B2B,
TV多段优惠,出藏任意两段及以上,15天外优惠折扣/运价基础8%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",TV,西藏航空,M-R(含小舱),15天外优惠折扣/运价基础8%	*YWBCC08,,,BSP/B2B,
TV多段优惠,入藏任意两段及以上,15天外优惠折扣/运价基础8%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.03.29-2026.04.12
2026.04.30-2026.05.06
2026.06.18-2026.06.30",TV,西藏航空,M-G(含小舱),15天外优惠折扣/运价基础8%	*YWBCD08,,,BSP/B2B,
TV多段优惠,入藏任意两段及以上,15天外优惠折扣/运价基础10%,,KMG319/KMG279/CTU152,注：所有航段除LXA=BPX、LXA=NGQ、APJ=LXA、TFU=NGQ外所涉舱位组合不限.Y/B舱可与以上任意舱位组合，但不享受优惠。,"旅行日期:2026.04.13-2026.04.29
2026.05.07-2026.06.17",TV,西藏航空,M-R(含小舱),15天外优惠折扣/运价基础10%	*YWBCD10,,,BSP/B2B,
GJ TMC,所有航线,180,,KMG319,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。
",有效,GJ,长龙航空,外放舱位,TMC180,,126,GP/BSP,
GJ  TMC,所有航线,280,,KMG319,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。
",有效,GJ,长龙航空,外放舱位,TMC280,,196,GP/BSP,
GJ   TMC,所有航线,500,,KMG319,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。
",有效,GJ,长龙航空,外放舱位,TMC500,,350,GP/BSP,
GJ商务优行,所有航线,差价,,KMG319/KMG279/CTU152,"选择任意高于外放舱位，带有YYX代码的运价，订高舱减低舱差价*60%,运价代码：运价代码：VYX10Z",有效,GJ,长龙航空,Z/U/V/G/Q/P/L/H/B,(运价标识：YYX),,0.6,GP/BSP,
GJ尊享优+,所有航线,180,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,B/H/L/Q/V/U,(运价标识：YYX),,110,GP/BSP,
GJ尊享优+,所有航线,180,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,Z/E/E1/D/D1/I/I1/I2/I3,(运价标识：YYX),,105,GP/BSP,
GJ尊享优+,所有航线,180,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,B/H/L/Q/V/U/I,(运价标识：YYX),,108,GP/BSP,
GJ尊享优+,所有航线,180,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,E/E1ID/D1/I/I1fI2/I3,(运价标识：YYX),,102,GP/BSP,
GJ尊享优+,所有航线,280,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,B/H/L/Q/V/U,(运价标识：YYX),,160,GP/BSP,
GJ尊享优+,所有航线,280,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,B/H/L/Q/V/U/Z,(运价标识：YYX),,158,GP/BSP,
GJ尊享优+,所有航线,280,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,Z/E/E1/D/D1/I/I1/I2/I3,(运价标识：YYX),,155,GP/BSP,
GJ尊享优+,所有航线,280,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,E/E1/D/D1/I/I1/I2/13,(运价标识：YYX),,152,GP/BSP,
GJ尊享优+,所有航线,380,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,B/H/L/Q/V/U,(运价标识：YYX),,190,GP/BSP,
GJ尊享优+,所有航线,380,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,Z/E/E1/D/D1/I/I1/I2/I3,(运价标识：YYX),,185,GP/BSP,
GJ尊享优+,所有航线,380,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,B/H/L/Q/V/U/Z,(运价标识：YYX),,188,GP/BSP,
GJ尊享优+,所有航线,380,,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,GJ,长龙航空,E/E1/D/D1/I/I1/I2/I3,(运价标识：YYX),,182,GP/BSP,
GJ轻松驿客 （休息室),全国  ,150,,KMG319/KMG279/CTU152,舱位+VL+150,有效,GJ,长龙航空,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,产品代码：VL,,70,GP/BSP,
GJ积分优享,所有航线,40,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GJ,长龙航空,外放舱位（舱位代码 +JFYX +直加金额),（舱位代码 +JFYX +直加金额),,20,GP/BSP,
GJ积分优享,所有航线,60,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GJ,长龙航空,外放舱位（舱位代码 +JFYX +直加金额),（舱位代码 +JFYX +直加金额),,30,GP/BSP,
GJ积分优享,所有航线,80,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GJ,长龙航空,外放舱位（舱位代码 +JFYX +直加金额),（舱位代码 +JFYX +直加金额),,40,GP/BSP,
GJ积分优享,所有航线,150,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GJ,长龙航空,外放舱位（舱位代码 +JFYX +直加金额),（舱位代码 +JFYX +直加金额),,83,GP/BSP,
GJ积分优享,所有航线,200,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GJ,长龙航空,外放舱位（舱位代码 +JFYX +直加金额),（舱位代码 +JFYX +直加金额),,110,GP/BSP,
GJ积分优享,所有航线,300,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GJ,长龙航空,外放舱位（舱位代码 +JFYX +直加金额),（舱位代码 +JFYX +直加金额),,165,GP/BSP,
GJ积分优享,所有航线,500,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GJ,长龙航空,外放舱位（舱位代码 +JFYX +直加金额),（舱位代码 +JFYX +直加金额),,300,GP/BSP,
GJ积分优享,所有航线,800,,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,GJ,长龙航空,外放舱位（舱位代码 +JFYX +直加金额),（舱位代码 +JFYX +直加金额),,480,GP/BSP,
GJ多段有礼,所有航线,两段以上直减3%-5%,,KMG319/KMG279/CTU152,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。",有效,GJ,长龙航空,Y-I 舱（ 含子舱位， 不含 11/12/13)产品运价LDCP 订座舱位对应运价基础+LDCP+下浮比例,订座舱位对应运价基础+LDCP+下浮比例,,280/285,GP/BSP,
GJ云南同邦TMC,所有航线,直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GJ,长龙航空,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",,,350,GP/BSP,
GJ云南同邦TMC,所有航线,直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GJ,长龙航空,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",,,350,GP/BSP,
GJ云南同邦TMC,所有航线,直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GJ,长龙航空,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",,,350,GP/BSP,
GJ云南同邦TMC,所有航线,直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GJ,长龙航空,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",,,350,GP/BSP,
GJ云南同邦TMC,所有航线,直减,,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,GJ,长龙航空,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",,,350,GP/BSP,
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",380,266,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,ZH,深圳航空,C/D/R,,,,BSP/GP,
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",510,357,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,ZH,深圳航空,C/D/R,,,,BSP/GP,
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",380,266,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,ZH,深圳航空,B/M/U/H/Q/V/W/S,,,,BSP/GP,
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",510,357,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,ZH,深圳航空,B/M/U/H/Q/V/W/S,,,,BSP/GP,
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",380,266,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,ZH,深圳航空,K/P,,,,BSP/GP,
ZH商务如意行,"KMG=SZX=JJN=KHN=YCU=HRB,JHG=SZX=TFU",510,357,KMG319/KMG279/CTU152/SZX146,"自愿退票：
均按照最新版《深航国内运输客票使用条件》相关规定执行。自愿变更
1）2024年12月31日（含），按照航班起飞前4小时，免变更手续费一次；",有效,ZH,深圳航空,K/P,,,,BSP/GP,
ZH商务如意行（两舱）,所有航线,160,10+96,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。",有效,ZH,深圳航空,C/D/Z/R,JGB160,,,BSP/GP,
ZH商务如意行（两舱）,所有航线,260,10+182,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。",有效,ZH,深圳航空,C/D/Z/R,JGB260,,,BSP/GP,
ZH商务如意行（两舱）,所有航线,260,10+182,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。",有效,ZH,深圳航空,E,JGB260,,,BSP/GP,
ZH商务如意行（两舱）,所有航线,160,10+112,KMG319/KMG279/CTU152/SZX146,"两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加两个档位，分别为直加140元（                                      舱位/JGB140）和直加200元（舱位/JGB200）的模式     产品奖励金额(舱位变动，具体奖励以销售为准)
直加金额超过200元，按照直加金额不超70%进行返佣；直加金额在100元-200元（含），按照直加金额的60%返佣。                      

航班起飞前四小时（含）之前，B/M/M1/U/U1/H/H1/Q/Q1/V/V1舱免收退票手续费，其余舱位退票按《深航国内运输客票使用条件（202402版）》相关规定执行。航班起飞前四小时之后，退票均按照《深航国内运输客票使用条件（202402版）》相关规定执行。",有效,ZH,深圳航空,E,JGB160,,,BSP/GP,
ZH商务如意行（经济舱）,所有航线,200,5+120,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB200）的模式。
",2025.01.01(含)2025.12.31(含),ZH,深圳航空,B/M/MI/U,JGB200,,,BSP/GP,
ZH商务如意行（经济舱）,所有航线,200,5+120,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB201）的模式。
",2025.01.01(含)2025.12.31(含),ZH,深圳航空,H/H1/Q/QI/V/V1/W/S/S1,JGB200,,,,
ZH商务如意行（经济舱）,所有航线,200,2+120,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB202）的模式。
",2025.01.01(含)2025.12.31(含),ZH,深圳航空,K/P,JGB200,,,BSP/GP,
ZH商务如意行（经济舱）,所有航线,140,5+84,KMG319/KMG279/CTU152/SZX146,"
总部产品采取两舱直加160元（舱位/JGB160)和直加260元(舱位/JGB260）两个档位；经济舱（含公布运价舱和特价舱）直加三个档位，分别为直加50元（舱位/JGB50）、140元（舱位/JGB140）和直加200元（舱位/JGB203）的模式。
",2025.01.01(含)2025.12.31(含),ZH,深圳航空,B/M/M1/U,JGB140,,,BSP/GP,
